song,artist,album,producer,release_date,featured_artist,line_index,section,active_artist,text,primary_tone,secondary_tone,flow_vector,rhyme_word,rhyme_class,syllable_count,stress_density,source
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",32,Verse 2,21 Savage,"This ain't middle school, when you sucking on me, please include the balls (On God)",confident,,20|0.75|111,god,god,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",33,Verse 2,21 Savage,"Thirty hanging off my TEC, gang don't tippy-toe, nigga, we step (21)",confident,,16|0.75|112,step,,16,0.8125,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",34,Verse 2,21 Savage,Richard Mille cost more than all that cheap ass shit sitting 'round your neck (Pussy),luxurious,aspirational,20|0.75|113,pussy,ssy,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",35,Verse 2,21 Savage,"Buster, I could've booked you for a show same price that I booked this jet (Fool)",confident,,22|0.73|114,fool,ool,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",36,Verse 2,21 Savage,12 already know not to interrogate me if he got hit below the neck (Shh),confident,,21|0.65|115,shh,shh,19,0.736842105263158,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",37,Chorus,Young Thug,Runnin' from the cops in a goddamn Rolls (Ayy),confident,,11|0.82|116,ayy,ayy,11,0.636363636363636,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",38,Chorus,Young Thug,I just cooked a opp on a goddamn stove (Cook him),confident,,14|0.79|117,him,him,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",39,Chorus,Young Thug,"Shot up the opp block, and I robbed all they stores (Yeah)",confident,,14|0.86|118,yeah,eah,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",40,Chorus,Young Thug,"Slime, do you got clocks? Nigga, twenty times four (Let's go)",confident,,15|0.73|119,go,go,13,0.846153846153846,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",41,Verse 3,Doe Boy,"Yeah, nigga flexing money, if I want it, then I'll take it, yeah (Doe Beezy)",luxurious,aspirational,20|0.75|120,beezy,ezy,19,0.789473684210526,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",42,Verse 3,Doe Boy,"Heard y'all run them faces, you ain't heard? I shoot faces, yeah",aggressive,dominant,14|0.8|121,yeah,eah,14,0.857142857142857,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",43,Verse 3,Doe Boy,"Fuck shit, better save it, you ain't heard? We don't play it, uh (No cap)",confident,,17|0.88|122,cap,cap,16,0.9375,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",44,Verse 3,Doe Boy,"If a nigga had some beef with us, he met the pavement, uh (Gang gang, gang)",confident,,20|0.8|123,gang,ang,18,0.777777777777778,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",45,Verse 3,Doe Boy,"This that ain't no cap at all, I can't hang around no fraud",luxurious,aspirational,14|0.93|124,fraud,aud,14,0.928571428571429,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",46,Verse 3,Doe Boy,"Niggas hating 'cause I ball, grrah, problem solved",confident,,13|0.62|125,solved,ved,11,0.636363636363636,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",47,Verse 3,Doe Boy,"Get your bitch, blow out her walls, I just bust all in her jaws",confident,,14|1.0|126,jaws,aws,14,0.928571428571429,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",48,Verse 3,Doe Boy,"Bitch, we slimy as they come, my youngin probably snake his dawg (Slatt, slatt)",confident,,20|0.75|127,slatt,att,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",49,Verse 3,Doe Boy,"Cop that Rove' (Woo, woo), and that Rolls (Woo, woo, skrrt)",confident,,12|0.91|128,skrrt,rrt,11,0.909090909090909,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",50,Verse 3,Doe Boy,"All my niggas sick, they wipe your nose (Grrt, bah)",confident,,13|0.75|129,bah,bah,11,0.909090909090909,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",51,Verse 3,Doe Boy,"Ain't never froze (Nah, nah), I blow my pole (Boom, boom)",confident,,14|0.79|130,boom,oom,12,0.916666666666667,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",52,Verse 3,Doe Boy,"Heard you gangster, it don't count no more, you told (Pussy)",confident,,14|0.79|131,pussy,ssy,13,0.846153846153846,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",53,Verse 3,Doe Boy,"No, this rap shit can't change, we just running up them bands (Let's go)",luxurious,aspirational,16|0.88|132,go,go,15,0.933333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",54,Verse 3,Doe Boy,Tryna figure out which opp that's gon' get murdered with my advance (Freebandz),confident,,21|0.62|133,freebandz,ndz,18,0.722222222222222,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",55,Verse 3,Doe Boy,"Pop a pill, it got me geeked up, nigga, catch me when I land (Let's go)",confident,,18|0.89|134,go,go,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",56,Verse 3,Doe Boy,"Please don't play like I won't hop right off the jet, jump in a minivan (Oh really?)",celebratory,confident,22|0.77|135,really,lly,20,0.75,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",1,Intro,Young Thug,I'm scared to make a mess because I'm watched by the cops (Fuck 'em),luxurious,aspirational,19|0.74|2,'em,em,15,0.733333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",2,Intro,Young Thug,I'm scared to count my blessings 'cause I'm being watched by my opps (Foes),luxurious,aspirational,18|0.78|3,foes,oes,16,0.8125,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",3,Intro,Young Thug,"But fuck it, Lethal Weapon, let it rip from out the top of the drop to his scalp",confident,,20|0.9|4,scalp,alp,20,0.8,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",4,Intro,Young Thug,Now he out like a light (Ayy),confident,,8|0.88|5,ayy,ayy,7,0.857142857142857,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",5,Intro,Young Thug,Every nigga with me slime and sheisty,confident,,12|0.58|6,sheisty,sty,11,0.545454545454545,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",6,Intro,Young Thug,Stay on the PJ but I don't sight-see (No cap),confident,,11|1.0|7,cap,cap,11,0.909090909090909,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",7,Intro,Young Thug,Somebody tell Oprah I want wifey (Call me),confident,,13|0.62|77,me,me,12,0.75,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",8,Intro,Young Thug,I know that lil' mama tryna fight me (Ayy),confident,,11|0.82|78,ayy,ayy,11,0.818181818181818,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",9,Intro,Young Thug,I got slatt engrated in my Nikes,confident,,10|0.7|10,nikes,kes,9,0.666666666666667,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",10,Intro,Young Thug,"Oh, you caught a body? Doesn't excite me (Fool)",confident,,12|0.75|11,fool,ool,12,0.666666666666667,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",11,Intro,Young Thug,"All my niggas murderers, you're tiny",confident,,11|0.64|12,tiny,iny,10,0.6,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",12,Chorus,Young Thug,Runnin' from the cops in a goddamn Rolls (Ayy),confident,,11|0.82|116,ayy,ayy,11,0.636363636363636,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",13,Chorus,Young Thug,I just cooked a opp on a goddamn stove (Cook him),confident,,14|0.79|117,him,him,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",14,Chorus,Young Thug,"Shot up the opp block, and I robbed all they stores (Yeah)",confident,,14|0.86|118,yeah,eah,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",15,Chorus,Young Thug,"Slime, do you got clocks? Nigga, twenty times four (Let's go)",confident,,15|0.73|119,go,go,13,0.846153846153846,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",16,Chorus,Young Thug,Robbed him for his dank and his car and gas tank (Let's go),confident,,14|0.93|17,go,go,13,0.846153846153846,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",17,Chorus,Young Thug,"I'ma rob that bank, I'ma, I'ma rob that bank (I'ma rob the bank)",confident,,17|0.76|18,bank,ank,17,0.705882352941177,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",18,Chorus,Young Thug,"If I hit New York, I take my shank like a Yankee (On God)",confident,,17|0.82|19,god,god,15,0.866666666666667,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",19,Chorus,Young Thug,"They stabbed him and he died, 'cause it's pointy and they yankin' (Woo)",confident,,17|0.76|20,woo,woo,15,0.666666666666667,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",20,Chorus,Young Thug,Runnin' from the cops in a goddamn Rolls (Ayy),confident,,11|0.82|116,ayy,ayy,11,0.636363636363636,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",21,Chorus,Young Thug,I just cooked a opp on a goddamn stove (Cook him),confident,,14|0.79|117,him,him,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",22,Chorus,Young Thug,Runnin' from the cops in a goddamn Rolls (Ayy),confident,,11|0.82|116,ayy,ayy,11,0.636363636363636,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",23,Chorus,Young Thug,I just cooked a opp on a goddamn stove (Cook him),confident,,14|0.79|117,him,him,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",24,Verse 2,21 Savage,"Straight up out the 6, I don't talk, I just fire (Straight up)",confident,,13|0.92|104,up,up,13,0.846153846153846,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",25,Verse 2,21 Savage,"Book me for a show, I put a Glock on my rider (On God)",confident,,15|0.93|105,god,god,15,0.8,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",26,Verse 2,21 Savage,"Niggas clout chasing, they don't want smoke, they wanna go viral (21)",confident,,16|0.69|106,viral,,15,0.733333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",27,Verse 2,21 Savage,I just cooked the opp block in a deep fryer (Straight up),confident,,13|0.92|107,up,up,13,0.692307692307692,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",28,Verse 2,21 Savage,"We don't go back and forth, dawg, we really shootin' shit (On God)",aggressive,dominant,15|0.87|108,god,god,15,0.8,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",29,Verse 2,21 Savage,"Y'all riding 'round like killers, nigga, who the fuck you hit? (21)",aggressive,dominant,15|0.69|109,hit,,14,0.714285714285714,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",30,Verse 2,21 Savage,"She let me nut in her jaw, I would've hit raw, but she ain't have walls (21)",confident,,18|0.89|110,walls,,17,0.882352941176471,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",31,Verse 2,21 Savage,"This ain't middle school, when you sucking on me, please include the balls (On God)",confident,,20|0.75|111,god,god,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",32,Verse 2,21 Savage,"Thirty hanging off my TEC, gang don't tippy-toe, nigga, we step (21)",confident,,16|0.75|112,step,,16,0.8125,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",33,Verse 2,21 Savage,Richard Mille cost more than all that cheap ass shit sitting 'round your neck (Pussy),luxurious,aspirational,20|0.75|113,pussy,ssy,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",34,Verse 2,21 Savage,"Buster, I could've booked you for a show same price that I booked this jet (Fool)",confident,,22|0.73|114,fool,ool,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",35,Verse 2,21 Savage,12 already know not to interrogate me if he got hit below the neck (Shh),confident,,21|0.65|115,shh,shh,19,0.736842105263158,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",36,Chorus,Young Thug,Runnin' from the cops in a goddamn Rolls (Ayy),confident,,11|0.82|116,ayy,ayy,11,0.636363636363636,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",37,Chorus,Young Thug,I just cooked a opp on a goddamn stove (Cook him),confident,,14|0.79|117,him,him,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",38,Chorus,Young Thug,"Shot up the opp block, and I robbed all they stores (Yeah)",confident,,14|0.86|118,yeah,eah,12,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",39,Chorus,Young Thug,"Slime, do you got clocks? Nigga, twenty times four (Let's go)",confident,,15|0.73|119,go,go,13,0.846153846153846,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",40,Verse 3,Doe Boy,"Yeah, nigga flexing money, if I want it, then I'll take it, yeah (Doe Beezy)",luxurious,aspirational,20|0.75|120,beezy,ezy,19,0.789473684210526,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",41,Verse 3,Doe Boy,"Heard y'all run them faces, you ain't heard? I shoot faces, yeah",aggressive,dominant,14|0.8|121,yeah,eah,14,0.857142857142857,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",42,Verse 3,Doe Boy,"Fuck shit, better save it, you ain't heard? We don't play it, uh (No cap)",confident,,17|0.88|122,cap,cap,16,0.9375,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",43,Verse 3,Doe Boy,"If a nigga had some beef with us, he met the pavement, uh (Gang gang, gang)",confident,,20|0.8|123,gang,ang,18,0.777777777777778,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",44,Verse 3,Doe Boy,"This that ain't no cap at all, I can't hang around no fraud",luxurious,aspirational,14|0.93|124,fraud,aud,14,0.928571428571429,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",45,Verse 3,Doe Boy,"Niggas hating 'cause I ball, grrah, problem solved",confident,,13|0.62|125,solved,ved,11,0.636363636363636,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",46,Verse 3,Doe Boy,"Get your bitch, blow out her walls, I just bust all in her jaws",confident,,14|1.0|126,jaws,aws,14,0.928571428571429,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",47,Verse 3,Doe Boy,"Bitch, we slimy as they come, my youngin probably snake his dawg (Slatt, slatt)",confident,,20|0.75|127,slatt,att,18,0.833333333333333,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",48,Verse 3,Doe Boy,"Cop that Rove' (Woo, woo), and that Rolls (Woo, woo, skrrt)",confident,,12|0.91|128,skrrt,rrt,11,0.909090909090909,definitions
I'm Scared,Young Thug,So Much Fun (Deluxe),Pi'erre Bourne,2019-08-16,"21 Savage, Doe Boy",49,Verse 3,Doe Boy,"All my niggas sick, they wipe your nose (Grrt, bah)",confident,,13|0.75|129,bah,bah,11,0.909090909090909,definitions
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,1,Intro,Young Thug,"Southside on the track, yeah",confident,,7|0.71|1,yeah,eah,6,0.833333333333333,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,2,Intro,Young Thug,808 Mafia,confident,,2|0.5|2,mafia,fia,3,0.333333333333333,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,3,Intro,Young Thug,Hey,,,,,,,,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,4,Refrain,Young Thug,"I can tiptoe in her pussy like a Loub, Chanel (Ayy)",confident,,15|0.73|4,ayy,ayy,14,0.714285714285714,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,5,Refrain,Young Thug,"Harriet Tubman twenties, weigh 'em up on the scale (Ayy)",confident,,14|0.71|5,ayy,ayy,14,0.571428571428571,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,6,Refrain,Young Thug,"Hair down to her ass, caught her like Odell (Hey)",confident,,12|0.83|6,hey,hey,11,0.909090909090909,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,7,Refrain,Young Thug,"All my hoes get Rollie Pollies, mines up on the shelf (Let's go)",confident,,16|0.81|7,go,go,15,0.8,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,8,Verse 1,Young Thug,"Kicked out the hotel, we smoking gas, who else, nigga?",confident,,15|0.67|8,nigga,gga,13,0.692307692307692,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,9,Verse 1,Young Thug,"Flooded belt buckle like a wrestler, yes, nigga",confident,,13|0.62|9,nigga,gga,13,0.538461538461538,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,10,Verse 1,Young Thug,Better not try to tell me what you seen a nigga doin',confident,,14|0.86|10,doin',oin,15,0.733333333333333,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,11,Verse 1,Young Thug,"She not fuckin' with me, then her life is probably ruined",confident,,16|0.69|11,ruined,ned,15,0.8,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,12,Verse 1,Young Thug,We can leave America and we can make a movie,confident,,16|0.62|12,movie,vie,14,0.571428571428571,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,13,Verse 1,Young Thug,Every single diamond on me dancing like a movie,confident,,16|0.56|13,movie,vie,15,0.533333333333333,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,14,Verse 1,Young Thug,Make lil' mama nut inside her pants just like a movie,confident,,17|0.65|14,movie,vie,14,0.785714285714286,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,15,Verse 1,Young Thug,"Abracadabra, tight pussy, need a toothpick",confident,,12|0.5|15,toothpick,ick,12,0.583333333333333,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,16,Verse 1,Young Thug,"Throw away the fives and some of the dimes, and then I got twenties and up",confident,,21|0.76|16,up,up,18,0.611111111111111,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,17,Verse 1,Young Thug,I come with the vibes and some of the guys and I got a flooded Patek,luxurious,aspirational,21|0.76|17,patek,tek,18,0.611111111111111,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,18,Verse 1,Young Thug,"I peep how you slide, I peep how you ride, and now they goin' off with your head",confident,,20|0.9|18,head,ead,19,0.894736842105263,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,19,Verse 1,Young Thug,They know the reward's a hundred racks so they gon' do all that they can,luxurious,aspirational,17|0.88|19,can,can,17,0.764705882352941,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,20,Verse 1,Young Thug,"Don't tell me you ridin' if you not gon' ride, we don't got no time for that playin'",confident,,21|0.86|20,playin',yin,20,0.9,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,21,Verse 1,Young Thug,"We don't come disguised, we gangsters for life, my nigga, we showin' our hands",confident,,21|0.67|21,hands,nds,19,0.736842105263158,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,22,Verse 1,Young Thug,"I had turned the vibe my lil' wife, she'll never be single again",confident,,19|0.68|22,again,ain,16,0.75,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,23,Verse 1,Young Thug,"They hate and throw rice, we richer for life, I used to serve ice, yikes (Hey)",luxurious,aspirational,24|0.67|23,hey,hey,17,0.882352941176471,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,24,Chorus,Young Thug,"Big tipper, Big, Big Dipper",confident,,7|0.71|24,dipper,per,7,0.714285714285714,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,25,Chorus,Young Thug,"King spiller, bitch, king dripper",confident,,7|0.71|25,dripper,per,7,0.714285714285714,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,26,Chorus,Young Thug,"King killer, King, Godzilla",aggressive,dominant,7|0.57|26,godzilla,lla,7,0.714285714285714,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,27,Chorus,Young Thug,"Fuck her every week, still ain't seen me, Marshmello",confident,,13|0.69|27,marshmello,llo,13,0.692307692307692,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,28,Chorus,Young Thug,"King Kuba, King Tut, Kuba",confident,,7|0.71|28,kuba,uba,7,0.714285714285714,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,29,Chorus,Young Thug,Black truck pull up on you just like Uber,confident,,11|0.82|29,uber,ber,10,0.9,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,30,Chorus,Young Thug,"Okay, I fuck her every night and she still ain't seen my eyes, ayy",confident,,17|0.82|30,ayy,ayy,17,0.823529411764706,lyrics
Big Tipper,Young Thug,So Much Fun (Deluxe),"Southside, PVLACE, Gunboi",2019-08-16,Lil Keed,31,Chorus,Young Thug,I don't know the vibes so I introduce the ice,confident,,15|0.67|31,ice,ice,12,0.75,lyrics
Cartier Gucci Scarf,Young Thug,So Much Fun (Deluxe),Jayrich Laplaya & Prezzley P.,2019-08-16,Lil Duke,1,Intro,Young Thug,"Prezzley P. get you popped, nigga (Get your ass popped, boy)",confident,,15|0.71|1,boy,boy,13,0.846153846153846,definitions
Cartier Gucci Scarf,Young Thug,So Much Fun (Deluxe),Jayrich Laplaya & Prezzley P.,2019-08-16,Lil Duke,2,Chorus,Young Thug,Wipe the Cartiers off with the Gucci scarf,luxurious,aspirational,11|0.73|140,scarf,arf,10,0.6,definitions
