term,definition,notes,category,theme_primary,register,authority_requirement,proof_type,exposure_cost,overuse_penalty,silence_preferred_when_blocked,replacement_if_blocked,cultural_specificity,scene_weight,era_scene,usage_mode,rap_shorthand_term
"""Delete the footage","The cold, transactional end of the night where everyone is sent home.","The ""Cleanup"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,DTF
""" ""Send the Ubers.""","The cold, transactional end of the night where everyone is sent home.","The ""Cleanup"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,STU
"This is where the ""Tricking"" we discussed earlier becomes literal.","This is where the ""Tricking"" we discussed earlier becomes literal. — a luxury-culture reference used to signal taste, access, or status.","""Tricking"" at 4:00 AM: The Final Transaction motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,This
"A rapper sending a ""thank you"" or ""get home safe"" payment to a woman. It’s a way to maintain his reputation as a ""Provider"" or ""Sponsor.""","A rapper sending a ""thank you"" or ""get home safe"" payment to a woman. It’s a way to maintain his reputation as a ""Provider"" or ""Sponsor."" — a luxury-culture reference used to signal taste, access, or status.","The CashApp at Sunrise"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
"Sending the woman home in a luxury vehicle rather than a standard one. It’s the final ""Status"" mark of the night.","Sending the woman home in a luxury vehicle rather than a standard one. It’s the final ""Status"" mark of the night. — a luxury-culture reference used to signal taste, access, or status.","""The Uber Black"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Sending
"In high-level ""Mogul"" world-building","In high-level ""Mogul"" world-building — a luxury-culture reference used to signal taste, access, or status.","""The Gift"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,In
"a woman might leave the after-party with a piece of jewelry or a designer bag as a ""parting gift.""","a woman might leave the after-party with a piece of jewelry or a designer bag as a ""parting gift."" — a luxury-culture reference used to signal taste, access, or status.","""The Gift"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
"There is a recurring ""conscious"" theme about the ""4:00 AM Regret."" This is the moment where the rapper looks at the mess","There is a recurring ""conscious"" theme about the ""4:00 AM Regret."" This is the moment where the rapper looks at the mess — a luxury-culture reference used to signal taste, access, or status.","The ""Morning After"" Agenda (The Ada) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,There
the strangers in his house,"the strangers in his house — a luxury-culture reference used to signal taste, access, or status.","The ""Morning After"" Agenda (The Ada) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,TSIHH
and the money spent,"and the money spent — a luxury-culture reference used to signal taste, access, or status.","The ""Morning After"" Agenda (The Ada) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,ATMS
"wondering if it was all ""for the 'Gram"" or if it was real.","wondering if it was all ""for the 'Gram"" or if it was real. — a luxury-culture reference used to signal taste, access, or status.","The ""Morning After"" Agenda (The Ada) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Wondering
"Realizing the ""clout"" is temporary","Realizing the ""clout"" is temporary — a luxury-culture reference used to signal taste, access, or status.","""The Empty Feeling"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,RTCIT
Waking up at 2:00 PM to start the whole cycle over again for the next club night.,"Waking up at 2:00 PM to start the whole cycle over again for the next club night. — a luxury-culture reference used to signal taste, access, or status.","""The Reset"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Waking
"The first few hours of the afternoon are dedicated to erasing the ""traces"" of the 4:00 AM life to protect the ""Brand"" and ""Legal Standing.""","The first few hours of the afternoon are dedicated to erasing the ""traces"" of the 4:00 AM life to protect the ""Brand"" and ""Legal Standing."" — a luxury-culture reference used to signal taste, access, or status.","The ""Clean Up"" & Damage Control motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
"""Signing the papers","Ensuring no one leaks ""behind-the-scenes"" footage to blogs like The Shade Room.","NDAs & Privacy motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,STP
""" ""NDA on the counter.""","Ensuring no one leaks ""behind-the-scenes"" footage to blogs like The Shade Room.","NDAs & Privacy motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,NOTC
"""Check the tags","Removing evidence of being in specific places or with specific people (avoiding ""Opps"" or ""The Feds"").","Digital Scrubbing motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,CTT
""" ""Delete that story.""","Removing evidence of being in specific places or with specific people (avoiding ""Opps"" or ""The Feds"").","Digital Scrubbing motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,DTS
"""The Maid Service","Erasing the evidence of the party from the ""Safe House"" or the ""Sprinter.""","Physical Maintenance motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,TMS
""" ""The Detailer.""","Erasing the evidence of the party from the ""Safe House"" or the ""Sprinter.""","Physical Maintenance motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,TD
"""Going Ghost","Cutting off all communication to recover and avoid ""Clout Chasers"" asking for money.","The ""Ghost"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,GG
""" ""Airplane Mode.""","Cutting off all communication to recover and avoid ""Clout Chasers"" asking for money.","The ""Ghost"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,AM
"Calls to the jeweler to fix a ""bust down"" watch or order a new ""piece."" The jeweler is often a therapist-figure who knows the rapper’s financial secrets.","Calls to the jeweler to fix a ""bust down"" watch or order a new ""piece."" The jeweler is often a therapist-figure who knows the rapper’s financial secrets. — a luxury-culture reference used to signal taste, access, or status.","The ""Jeweler"" (The Appraisal) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Calls
Not just for criminal cases,"Not just for criminal cases — a luxury-culture reference used to signal taste, access, or status.","The ""Fixer"" (The Lawyer): motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,NJFCC
"but for ""Civil"" issues—handling ""accidents","but for ""Civil"" issues—handling ""accidents — a luxury-culture reference used to signal taste, access, or status.","The ""Fixer"" (The Lawyer): motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,But
""" noise complaints from the Airbnb",""" noise complaints from the Airbnb — a luxury-culture reference used to signal taste, access, or status.","The ""Fixer"" (The Lawyer): motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,NCFTA
"or ""hush money"" (legal settlements).","or ""hush money"" (legal settlements). — a luxury-culture reference used to signal taste, access, or status.","The ""Fixer"" (The Lawyer): motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,OHMLS
"The person who gives the rapper a ""reality check."" Lyrics often feature the rapper arguing with their accountant about ""overspending"" versus ""investing.""","The person who gives the rapper a ""reality check."" Lyrics often feature the rapper arguing with their accountant about ""overspending"" versus ""investing."" — a luxury-culture reference used to signal taste, access, or status.","The ""Money Manager"" / ""Accountant"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
"Looking at the ""stats"" from the night. Did the ""recap"" video go viral? Is the song ""charting""?","Looking at the ""stats"" from the night. Did the ""recap"" video go viral? Is the song ""charting""? — a luxury-culture reference used to signal taste, access, or status.","The ""A&R"" / ""Manager"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Looking
"A growing theme in modern ""High Value"" rap is the obsession with staying ""fit for the fight."" This is the Wellness Agenda.","A growing theme in modern ""High Value"" rap is the obsession with staying ""fit for the fight."" This is the Wellness Agenda. — a luxury-culture reference used to signal taste, access, or status.","The ""Recovery"" Theme (Health & Wellness) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
"Rappers getting vitamin IV drips to recover from the alcohol and ""Wockhardt"" (Lean) consumption.","Rappers getting vitamin IV drips to recover from the alcohol and ""Wockhardt"" (Lean) consumption. — a luxury-culture reference used to signal taste, access, or status.","""IV Drips"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Rappers
"Moving from 4:00 AM Waffle House to a private chef preparing ""Sea Moss","Moving from 4:00 AM Waffle House to a private chef preparing ""Sea Moss — a luxury-culture reference used to signal taste, access, or status.","""The Chef"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Moving
""" ""Pressed Juices",""" ""Pressed Juices — a luxury-culture reference used to signal taste, access, or status.","""The Chef"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,PJ
""" and ""Alkaline Water.""",""" and ""Alkaline Water."" — a luxury-culture reference used to signal taste, access, or status.","""The Chef"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,AAW
"Boxing or weightlifting in the afternoon. This signals ""Discipline"" and the ability to out-work the competition.","Boxing or weightlifting in the afternoon. This signals ""Discipline"" and the ability to out-work the competition. — a luxury-culture reference used to signal taste, access, or status.","""The Trainer"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Boxing
Wealth / Power,"The sound of a ""ping"" on the phone signaling a new deal or a ""cleared"" payment.","""Wire Transfer"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,WP
Legacy,"Owning a percentage of the liquor brand, the weed brand, or the clothing line.","""Equity"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Legacy
Debt / Trap,"Taking money from the label; often framed as ""selling your future"" if you aren't smart.","""The Advance"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,DT
Maturity,"Checking the streaming numbers and ""royalties.""","""Quarterly Reports"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Maturity
Strategy,"Framing the cars, the jewelry, and the ""After-Party"" as ""business expenses"" for the ""Brand.""","""Tax Write-off"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Strategy
A major world-building theme is the Identity Crisis that happens during the day.,"A major world-building theme is the Identity Crisis that happens during the day. — a luxury-culture reference used to signal taste, access, or status.","The ""Business vs. Street"" Conflict motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
"The rapper has to switch from talking ""Street"" to his ""Day Ones"" to talking ""Corporate"" to a CEO or a Lawyer.","The rapper has to switch from talking ""Street"" to his ""Day Ones"" to talking ""Corporate"" to a CEO or a Lawyer. — a luxury-culture reference used to signal taste, access, or status.","The Phone Call: motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
"Paranoia shifts from ""The Feds"" (criminal) to ""The IRS"" (financial). Lyrics about ""offshore accounts"" or ""stashing cash in the walls"" to avoid being ""audited.""","Paranoia shifts from ""The Feds"" (criminal) to ""The IRS"" (financial). Lyrics about ""offshore accounts"" or ""stashing cash in the walls"" to avoid being ""audited."" — a luxury-culture reference used to signal taste, access, or status.","""The Taxman"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Paranoia
In the afternoon,"In the afternoon — a luxury-culture reference used to signal taste, access, or status.","6. The ""Sponsorship"" Re-Up (Instagram Maintenance) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,ITA
"the rapper coordinates with the women from the night before to ensure the ""Brand Narrative"" is consistent.","the rapper coordinates with the women from the night before to ensure the ""Brand Narrative"" is consistent. — a luxury-culture reference used to signal taste, access, or status.","6. The ""Sponsorship"" Re-Up (Instagram Maintenance) motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
"Telling the woman to tag the rapper in her ""thank you"" post to keep the ""Mogul"" image alive.","Telling the woman to tag the rapper in her ""thank you"" post to keep the ""Mogul"" image alive. — a luxury-culture reference used to signal taste, access, or status.","""Tag Me"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Telling
"The ""Tricking"" continues in the form of ""Sponsorship""—paying for the woman's ""Maintenance"" (Hair","The ""Tricking"" continues in the form of ""Sponsorship""—paying for the woman's ""Maintenance"" (Hair — a luxury-culture reference used to signal taste, access, or status.","""The Direct Deposit"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
Nails,"Nails — a luxury-culture reference used to signal taste, access, or status.","""The Direct Deposit"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Nails
"Gym) to keep her looking like a ""Trophy"" for the next event.","Gym) to keep her looking like a ""Trophy"" for the next event. — a luxury-culture reference used to signal taste, access, or status.","""The Direct Deposit"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Gym
Trianon Gray,Trianon Gray — luxury brand reference used as a status or taste signal.,Use when the narrator plausibly has proximity to luxury; avoid stacking multiple brands in one line.,Louis Vuitton,Luxury Brands,Mainstream,Medium,Cultural Usage,Low-Medium,Medium-High,Avoid naming brands if the narrator lacks proximity or context; do not stack multiple labels in one bar.,designer / high-end / runway / flagship,Medium-High,3.0,2000s–2020s,Flex/Status,TG
Monogram,"All-over logo pattern used by major luxury houses (e.g., LV).",Use to imply brand visibility; too much logo talk can feel dated.,Louis Vuitton,Fashion Codes,Mainstream,Medium,Visual Reference,Medium,Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,pattern / logo print / outerwear,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,Mono
Damier Ebene,Damier Ebene — a fashion pattern/silhouette cue used as visual shorthand.,"Use as a quick visual descriptor; pair with garment type (jacket, bag, coat) for clarity.",Louis Vuitton,Fashion Codes,Mainstream,Medium,Visual Reference,Medium,Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,pattern / logo print / outerwear,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,Damier
Noé (Noe),Noé (Noe) — luxury brand reference used as a status or taste signal.,Use when the narrator plausibly has proximity to luxury; avoid stacking multiple brands in one line.,Louis Vuitton,Luxury Brands,Mainstream,Medium,Cultural Usage,Low-Medium,Medium-High,Avoid naming brands if the narrator lacks proximity or context; do not stack multiple labels in one bar.,designer / high-end / runway / flagship,Medium-High,3.0,2000s–2020s,Flex/Status,NN
Keepall,Keepall — luxury brand reference used as a status or taste signal.,Use when the narrator plausibly has proximity to luxury; avoid stacking multiple brands in one line.,Louis Vuitton,Luxury Brands,Mainstream,Medium,Cultural Usage,Low-Medium,Medium-High,Avoid naming brands if the narrator lacks proximity or context; do not stack multiple labels in one bar.,designer / high-end / runway / flagship,Medium-High,3.0,2000s–2020s,Flex/Status,Keepall
Goyardine,"Goyardine — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Goyard,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,Goyardine
Chic du Chien,"Chic du Chien — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Goyard,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,CDC
Spider / Spyder,"Spider / Spyder — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Ferrari,Lifestyle Signals,Street-Luxury,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,SS
488,"488 — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Ferrari,Lifestyle Signals,Street-Luxury,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,488
LaFerrari,"LaFerrari — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Ferrari,Lifestyle Signals,Street-Luxury,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,High,1.0,Evergreen,Flex/Status,Rari
Starlight,"Starlight — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Rolls-Royce,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,Starlight
Suicide Doors,"Suicide Doors — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Rolls-Royce,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,SD
Spirit of Ecstasy,"Spirit of Ecstasy — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Rolls-Royce,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,SOE
Mulsanne,"Mulsanne — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Bentley,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,Mulsanne
Double M Logo,"Double M Logo — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Maybach,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,DML
G5 / G550,G5 / G550 — private aviation reference used to signal elite access and distance.,Elite flex; best implied rather than overly specified unless the persona fits.,Gulfstream,Private Aviation,Mainstream,Medium-High,Technical Spec,High,Low-Medium,Avoid jet-model claims unless the persona plausibly has access; keep it implied.,private jet / flight / tarmac,Low-Medium,4.0,2010s–2020s,Flex/Technical,GG
G6 / G650,G6 / G650 — private aviation reference used to signal elite access and distance.,Elite flex; best implied rather than overly specified unless the persona fits.,Gulfstream,Private Aviation,Technical-Luxury,High,Technical Spec,High,Low-Medium,Avoid jet-model claims unless the persona plausibly has access; keep it implied.,private jet / flight / tarmac,Low-Medium,5.0,2010s–2020s,Flex/Technical,GG
Plain Patek,Patek Philippe — Swiss high-end watchmaker.,Prefer concise usage; add one specific detail (model/bracelet/ice level) for credibility.,Patek Philippe,Luxury Watches,Mainstream,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,5.0,2000s–2020s,Flex/Status,Patek
Skeleton,Skeleton — luxury watch/jewelry reference.,Prefer concise usage; add one specific detail (model/bracelet/ice level) for credibility.,Patek Philippe,Luxury Watches,Mainstream,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,4.0,2000s–2020s,Flex/Status,Skeleton
Royal Oak,Royal Oak — luxury watch/jewelry reference.,Prefer concise usage; add one specific detail (model/bracelet/ice level) for credibility.,Audemars Piguet,Luxury Watches,Mainstream,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,4.0,2000s–2020s,Flex/Status,RO
Togo,"Togo — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Hermès,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,Togo
Epsom,"Epsom — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",Hermès,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,Epsom
Vachetta,"Vachetta — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",General,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,Vachetta
Winglets,"Winglets — a luxury-culture reference used to signal taste, access, or status.","Use with a concrete scene detail (place, item, action) so it doesn’t sound like empty name-dropping.",General,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,Winglets
Trianon Gray 4,1858; the first stackable flat-top trunk to replace domed lids.3,"""Stacking flat-tops in the Sprinter.""",Louis Vuitton,Luxury Brands,Mainstream,Medium,Cultural Usage,Low-Medium,Medium-High,Avoid naming brands if the narrator lacks proximity or context; do not stack multiple labels in one bar.,designer / high-end / runway / flagship,Medium-High,3.0,2000s–2020s,Flex/Status,THE FLAT-TOP
Monogram Canvas 4,1896; inspired by Japanese mon crests and Gothic cathedral rosettes.,"""Quatrefoils on the leather, it's a flower.""",Louis Vuitton,Luxury Materials,Mainstream,Medium,Material Knowledge,Medium,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium leather / textured leather / suede,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,THE FLOWER
Damier Ebene 3,"1888; checkerboard pattern older than the Monogram, designed to stop fakes.8","""Woodgrain on my Damier buckle.""",Louis Vuitton,Fashion Codes,Mainstream,Medium,Visual Reference,Medium,Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,pattern / logo print / outerwear,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,THE CHECK
Noé (Noe) 4,1932; originally built for champagne vintners to carry exactly 5 bottles.4,"""Bag for the bubbly, it's a Noé.""",Louis Vuitton,Luxury Brands,Mainstream,Medium,Cultural Usage,Low-Medium,Medium-High,Avoid naming brands if the narrator lacks proximity or context; do not stack multiple labels in one bar.,designer / high-end / runway / flagship,Medium-High,3.0,2000s–2020s,Flex/Status,THE 5-BOTTLE
Goyardine 7,1892; the Y-pattern dots represent log-driving ancestors moving timber.7,"""Moving logs in the Goyard duffle.""",Goyard,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,THE Y / LOGS
Chic du Chien 7,"1890; ""Pet Chic"" line for dogs/cats of the French aristocracy.7","""Cat in the Goyard, that's pet chic.""",Goyard,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,PET TRUNK
Spider / Spyder,2-seater convertible; name comes from spindly wheels of the Spider Phaeton carriage.,"""Drop the top on the SPYDER.""",Ferrari,Lifestyle Signals,Street-Luxury,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,SPYDER
488 10,"661 HP Turbo V8; the 2015 ""Supercar of the Year"" successor to the 458.10","""Take that 458 back, I'm in a 4.""",Ferrari,Lifestyle Signals,Street-Luxury,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,THE 4
LaFerrari 10,963 HP; Ferrari's first hybrid flagship; only 500 units exist.10,"""Fastest hybrid, it's a LaFerrari.""",Ferrari,Lifestyle Signals,Street-Luxury,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,High,1.0,Evergreen,Flex/Status,THE HYBRID
